"#","Country","ISO","Name","SEZ Present","SEZ Name","SEZ VAT Treatment","SEZ CIT Rate","Local Licensing Fee","Land Ownership Rules"
"272","Ghana","GH","Ashanti","Yes","Ashanti Technology Park (Boankra); Ejisu Export Processing Zone — GFZA. Source: GFZA gfza.gov.gh; firmusadvisory.com 2025","Customs duty and VAT exemptions on qualifying inputs and outputs. Source: Free Zone Act 504/1995; GRA","1% income tax for first 10 yrs; 15% thereafter. Source: Free Zone Act 504/1995; GRA; Wikipedia GFZA","BOP via Kumasi Metro/District Assemblies + GIPC. Kumasi second largest economy; mid-to-high fees. Kumasi Metro estimated GHS 2,000–8,000/yr. Source: Local Governance Act 936/2016; GIPC Act 865/2013; Kumasi Metropolitan Assembly tariffs","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"273","Ghana","GH","Bono","No","No GFZA-designated free zone in Bono as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Smaller economy. Estimated GHS 500–2,000/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"274","Ghana","GH","Bono East","No","No GFZA-designated free zone in Bono East as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Smaller economy. Estimated GHS 500–2,000/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"275","Ghana","GH","Central","No","No GFZA-designated free zone in Central Region as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Coastal; Cape Coast. Estimated GHS 500–3,000/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"276","Ghana","GH","Eastern","No","No GFZA-designated free zone in Eastern Region as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Mining and agricultural. Estimated GHS 500–3,000/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"277","Ghana","GH","Greater Accra","Yes","Tema Export Processing Zone (TEPZ, 480 ha) — GFZA flagship; logistics, food processing, pharma. Source: GFZA gfza.gov.gh; REAB 2024; Wikipedia GFZA","Customs duty and VAT exemptions on qualifying inputs. Source: Free Zone Act 504/1995; GRA","1% income tax for first 10 yrs; 15% thereafter. Source: Free Zone Act 504/1995; GRA; GFZA","BOP via Accra Metro/Tema Municipal Assembly + GIPC. Accra highest in Ghana. Accra Metro estimated GHS 3,000–15,000+/yr for general commercial enterprise. Source: Local Governance Act 936/2016; GIPC Act 865/2013; Accra Metropolitan Assembly fee schedule","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"278","Ghana","GH","North East","No","No GFZA-designated free zone in North East as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. New region; sparse commercial. Estimated GHS 300–1,500/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"279","Ghana","GH","Northern","No","No GFZA-designated free zone in Northern Region as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Tamale growing; lower fees vs south. Estimated GHS 500–2,500/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"280","Ghana","GH","Oti","No","No GFZA-designated free zone in Oti as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Smaller economy. Estimated GHS 300–1,500/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"281","Ghana","GH","Savannah","No","No GFZA-designated free zone in Savannah as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Remote/lower commercial. Estimated GHS 300–1,500/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"282","Ghana","GH","Upper East","No","No GFZA-designated free zone in Upper East as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Bolgatanga; lower fees. Estimated GHS 300–1,500/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"283","Ghana","GH","Upper West","No","No GFZA-designated free zone in Upper West as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Wa; lowest fees in Ghana. Estimated GHS 300–1,500/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"284","Ghana","GH","Volta","No","No GFZA-designated free zone in Volta as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Coastal/agricultural. Estimated GHS 500–2,500/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"285","Ghana","GH","Western","Yes","Sekondi Export Processing Zone (2,200 acres) — GFZA; oil/gas services, logistics. Shama EPZ (2,800 acres) — GFZA; agro-processing. Source: GFZA gfza.gov.gh; REAB 2024","Customs duty and VAT exemptions on qualifying inputs. Source: Free Zone Act 504/1995; GRA","1% income tax for first 10 yrs; 15% thereafter. Source: Free Zone Act 504/1995; GRA; Wikipedia GFZA","BOP via District Assembly. Takoradi/oil hub; elevated fees. Estimated GHS 1,000–5,000/yr. Source: Local Governance Act 936/2016; GIPC","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"286","Ghana","GH","Western North","No","No GFZA-designated free zone in Western North as of 2024. Source: GFZA gfza.gov.gh","NA","N/A. Standard 25% CIT applies. Source: GRA; PwC Ghana 2024","BOP via District Assembly. Mining/forestry; lower activity. Estimated GHS 300–1,500/yr. Source: Local Governance Act 936/2016","Freehold (citizens) / Leasehold max 50 yrs (foreigners)"
"287","Tanzania","TZ","Arusha","No","No EPZA-designated EPZ or SEZ in Arusha as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via Tanzania Business Registration and Licensing Agency (BRELA) + local council permit. Arusha tourism/safari hub; elevated fees. Estimated TZS 100,000–500,000/yr for general commercial. Source: Business Licensing Act 2012; BRELA; World Bank Tanzania Subnational Doing Business 2007","State ownership — leasehold only; TIC Derivative Right for foreigners"
"288","Tanzania","TZ","Dar es Salaam","Yes","Benjamin William Mkapa SEZ (Mabibo External) — EPZA flagship, est. 2006; Kurasini Trade & Logistics Centre (under development). Source: EPZA Tanzania epza.go.tz; TanzaniaInvest","Customs duty and VAT exempt on qualifying inputs for EPZ/SEZ investors. Source: EPZ Act; SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania; Tanzania Revenue Authority","Business licence via BRELA + local council permit. Dar es Salaam highest in Tanzania. Large commercial enterprise: TZS 200,000–1,000,000+/yr. Source: Business Licensing Act 2012; BRELA; Dar es Salaam City Council; World Bank Tanzania Subnational Doing Business 2007","State ownership — leasehold only; most active urban market"
"289","Tanzania","TZ","Dodoma","No","No EPZA-designated EPZ or SEZ in Dodoma as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Capital; government-heavy. Estimated TZS 80,000–400,000/yr. Source: Business Licensing Act 2012; BRELA","State ownership — leasehold only"
"290","Tanzania","TZ","Geita","No","No EPZA-designated EPZ or SEZ in Geita as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Mining area. Estimated TZS 50,000–250,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"291","Tanzania","TZ","Iringa","No","No EPZA-designated EPZ or SEZ in Iringa as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Estimated TZS 50,000–200,000/yr. Source: Business Licensing Act 2012; World Bank Tanzania Subnational 2007","State ownership — leasehold only"
"292","Tanzania","TZ","Kagera","No","No EPZA-designated EPZ or SEZ in Kagera as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Border region; lower activity. Estimated TZS 40,000–150,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"293","Tanzania","TZ","Katavi","No","No EPZA-designated EPZ or SEZ in Katavi as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Remote; lower commercial. Estimated TZS 30,000–100,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"294","Tanzania","TZ","Kigoma","Yes","Kigoma SEZ — declared under Local Government Authority; part of EPZA mega-zone development plan. Source: EPZA survey 2024; EPZA Tanzania","Customs duty and VAT exempt on qualifying inputs. Source: SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania; Tanzania Revenue Authority","Business licence via BRELA + local council. Border/lake region. Estimated TZS 40,000–150,000/yr. Source: Business Licensing Act 2012; World Bank Tanzania Subnational 2007","State ownership — leasehold only"
"295","Tanzania","TZ","Kilimanjaro","No","No EPZA-designated EPZ or SEZ in Kilimanjaro as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Tourism/coffee hub. Estimated TZS 60,000–300,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"296","Tanzania","TZ","Lindi","No","No EPZA-designated EPZ or SEZ in Lindi as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Coastal; lower activity. Estimated TZS 30,000–120,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"297","Tanzania","TZ","Manyara","Yes","Manyara SEZ (Mererani area, 500 ha) — EPZA; gemstone sector. Source: EPZA Tanzania epza.go.tz","Customs duty and VAT exempt on qualifying inputs. Source: SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania","Business licence via BRELA + local council. Tourism; estimated TZS 50,000–200,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"298","Tanzania","TZ","Mara","Yes","Mara SEZ / Bunda Investment Area (1,284 ha, 5km west of Bunda Town) — EPZA; agricultural/cotton. Source: EPZA Tanzania epza.go.tz","Customs duty and VAT exempt on qualifying inputs. Source: SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania","Business licence via BRELA + local council. Musoma; lower activity. Estimated TZS 40,000–150,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"299","Tanzania","TZ","Mbeya","Yes","Mbeya SEZ — EPZA-listed. Source: EPZA survey 2024 (TrademarkAfrica/EPZA 2024)","Customs duty and VAT exempt on qualifying inputs. Source: SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania","Business licence via BRELA + local council. Regional hub. Estimated TZS 60,000–300,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"300","Tanzania","TZ","Morogoro","No","No EPZA-designated EPZ or SEZ in Morogoro as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Agricultural corridor. Estimated TZS 50,000–200,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"301","Tanzania","TZ","Mtwara","Yes","Mtwara SEZ (2,600 ha); Mtwara Freeport Zone (110 acres, gazetted alongside Mtwara Port) — EPZA. Source: EPZA Tanzania epza.go.tz; REAB","Customs duty and VAT exempt on qualifying inputs; Freeport Zone additional benefits. Source: SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania","Business licence via BRELA + local council. LNG investment zone. Estimated TZS 40,000–200,000/yr. Source: Business Licensing Act 2012; World Bank Tanzania Subnational 2007","State ownership — leasehold only"
"302","Tanzania","TZ","Mwanza","No","No EPZA-designated EPZ or SEZ in Mwanza as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Second largest city; lake port. Estimated TZS 80,000–400,000/yr. Source: Business Licensing Act 2012; World Bank Tanzania Subnational 2007","State ownership — leasehold only"
"303","Tanzania","TZ","Njombe","No","No EPZA-designated EPZ or SEZ in Njombe as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Smaller economy. Estimated TZS 30,000–120,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"304","Tanzania","TZ","Pemba North","Yes (Zanzibar)","Zanzibar SEZ / ZFEZ — Zanzibar Free Economic Zones Authority; Zanzibar has its own SEZ framework under ZIPA. Source: Zanzibar Investment Act; ZIPA","Customs duty and VAT relief on qualifying inputs within Zanzibar SEZ. Source: Zanzibar Investment Act","10% CIT for qualifying ZIPA investors; standard 30% otherwise. Source: ZIPA; Zanzibar Revenue Board","Business licence via ZIPA (Zanzibar Investment Promotion Authority) + Zanzibar Revenue Board (ZRB). Estimated TZS 50,000–200,000/yr. Source: Zanzibar Investment Act; ZRB","State ownership — leasehold only; ZIPA governs"
"305","Tanzania","TZ","Pemba South","Yes (Zanzibar)","Zanzibar SEZ / ZFEZ — ZIPA-governed Zanzibar free economic zone framework. Source: Zanzibar Investment Act; ZIPA","Customs duty and VAT relief on qualifying inputs. Source: Zanzibar Investment Act","10% CIT for qualifying ZIPA investors; standard 30% otherwise. Source: ZIPA; Zanzibar Revenue Board","Business licence via ZIPA + ZRB. Estimated TZS 40,000–150,000/yr. Source: Zanzibar Investment Act; ZRB","State ownership — leasehold only; ZIPA governs"
"306","Tanzania","TZ","Pwani","Yes","Bagamoyo SEZ (9,800 ha, 50 km north of Dar es Salaam) — EPZA mega-project; partially operational. Source: EPZA Tanzania; TanzaniaInvest","Customs duty and VAT exempt on qualifying inputs. Source: SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania","Business licence via BRELA + local council. Coastal; estimated TZS 40,000–200,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"307","Tanzania","TZ","Rukwa","No","No EPZA-designated EPZ or SEZ in Rukwa as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Remote; lower commercial. Estimated TZS 30,000–100,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"308","Tanzania","TZ","Ruvuma","No","No EPZA-designated EPZ or SEZ in Ruvuma as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Border region. Estimated TZS 30,000–120,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"309","Tanzania","TZ","Shinyanga","Yes","Shinyanga SEZ — EPZA-listed. Source: EPZA survey 2024 (TrademarkAfrica/EPZA 2024)","Customs duty and VAT exempt on qualifying inputs. Source: SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania","Business licence via BRELA + local council. Diamond mining. Estimated TZS 50,000–200,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"310","Tanzania","TZ","Simiyu","No","No EPZA-designated EPZ or SEZ in Simiyu as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Smaller economy. Estimated TZS 30,000–120,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"311","Tanzania","TZ","Singida","No","No EPZA-designated EPZ or SEZ in Singida as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Estimated TZS 30,000–100,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"312","Tanzania","TZ","Songwe","No","No EPZA-designated EPZ or SEZ in Songwe as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. New region. Estimated TZS 30,000–100,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"313","Tanzania","TZ","Tabora","No","No EPZA-designated EPZ or SEZ in Tabora as of 2024. Source: EPZA Tanzania; TIC 2024","NA","N/A. Standard 30% CIT applies. Source: Tanzania Revenue Authority; TIC 2024","Business licence via BRELA + local council. Interior; lower activity. Estimated TZS 30,000–120,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"314","Tanzania","TZ","Tanga","Yes","Tanga SEZ (1,363 ha at Neema area) — EPZA; under construction. Source: EPZA Tanzania epza.go.tz","Customs duty and VAT exempt on qualifying inputs. Source: SEZ Act 2006","10-yr CIT holiday; 25% thereafter. Source: EPZA Tanzania","Business licence via BRELA + local council. Port city; mid-range. Estimated TZS 60,000–300,000/yr. Source: Business Licensing Act 2012","State ownership — leasehold only"
"315","Tanzania","TZ","Zanzibar North","Yes (Zanzibar)","Zanzibar SEZ / ZFEZ — ZIPA-governed; tourism north. Source: Zanzibar Investment Act; ZIPA","Customs duty and VAT relief on qualifying inputs. Source: Zanzibar Investment Act","10% CIT for qualifying ZIPA investors; standard 30% otherwise. Source: ZIPA; Zanzibar Revenue Board","Business licence via ZIPA + ZRB. Tourism north. Estimated TZS 50,000–250,000/yr. Source: Zanzibar Investment Act; ZRB","Zanzibar leasehold only (max 99 yrs); ZIPA governs"
"316","Tanzania","TZ","Zanzibar South and Central","Yes (Zanzibar)","Zanzibar SEZ / ZFEZ — ZIPA-governed. Source: Zanzibar Investment Act; ZIPA","Customs duty and VAT relief on qualifying inputs. Source: Zanzibar Investment Act","10% CIT for qualifying ZIPA investors; standard 30% otherwise. Source: ZIPA; Zanzibar Revenue Board","Business licence via ZIPA + ZRB. Estimated TZS 40,000–200,000/yr. Source: Zanzibar Investment Act; ZRB","Zanzibar leasehold only (max 99 yrs); ZIPA governs"
"317","Tanzania","TZ","Zanzibar West","Yes (Zanzibar)","Zanzibar SEZ / ZFEZ — ZIPA-governed; Stone Town highest activity in Zanzibar. Source: Zanzibar Investment Act; ZIPA","Customs duty and VAT relief on qualifying inputs. Source: Zanzibar Investment Act","10% CIT for qualifying ZIPA investors; standard 30% otherwise. Source: ZIPA; Zanzibar Revenue Board","Business licence via ZIPA + ZRB. Stone Town — highest activity in Zanzibar. Estimated TZS 80,000–400,000/yr. Source: Zanzibar Investment Act; ZRB","Zanzibar leasehold only (max 99 yrs); ZIPA governs"
"318","Rwanda","RW","Eastern Province","Yes","Bugesera SEZ (Eastern Province, 45 min from Kigali) — approved November 2018; near new Bugesera International Airport. Source: US State Dept Rwanda 2024; RDB","No specific SEZ VAT exemption beyond EAC customs rules. Source: RDB; US State Dept Rwanda 2024","Standard 30% CIT; no blanket SEZ holiday. Source: US State Dept Rwanda 2024; RDB","Business registration via Rwanda Development Board (RDB) — single national platform. Annual trade licence fee minimal; Rwanda among cheapest in Africa. Estimated RWF 5,000–50,000/yr. Source: RDB; World Bank B-READY Rwanda 2024","Leasehold only for foreigners (99-yr emphyteutic); Law n°27/2021"
"319","Rwanda","RW","Kigali","Yes","Kigali Special Economic Zone (KSEZ) — operated by Prime Economic Zone (PEZ) under SEZAR/RDB; Kigali Innovation City (KIC) within KSEZ Phase 2. Source: RDB rdb.rw; US State Dept Rwanda 2024; Adrianople Group","No specific SEZ VAT exemption; Rwanda EAC customs rules apply. Bonded warehouse facilities available. Source: RDB; EAC Customs Management Act; US State Dept Rwanda 2024","Standard 30% CIT applies (no blanket SEZ CIT holiday as of 2024). Source: US State Dept Rwanda 2024; RDB","Business registration via RDB. Kigali highest activity; slightly elevated municipal levy. Estimated RWF 10,000–80,000/yr. Source: RDB; City of Kigali; World Bank B-READY 2024","Leasehold only for foreigners (99-yr emphyteutic)"
"320","Rwanda","RW","Northern Province","No","No SEZ designated in Northern Province as of 2024. Source: RDB; US State Dept Rwanda 2025","NA","N/A. Standard 30% CIT applies. Source: Rwanda Revenue Authority; RDB 2024","Business registration via RDB. Lower commercial activity. Estimated RWF 5,000–30,000/yr. Source: RDB","Leasehold only for foreigners"
"321","Rwanda","RW","Southern Province","No","No SEZ designated in Southern Province as of 2024. Source: RDB; US State Dept Rwanda 2025","NA","N/A. Standard 30% CIT applies. Source: Rwanda Revenue Authority; RDB 2024","Business registration via RDB. Estimated RWF 5,000–30,000/yr. Source: RDB","Leasehold only for foreigners"
"322","Rwanda","RW","Western Province","No","No SEZ designated in Western Province as of 2024. Source: RDB; US State Dept Rwanda 2025","NA","N/A. Standard 30% CIT applies. Source: Rwanda Revenue Authority; RDB 2024","Business registration via RDB. Estimated RWF 5,000–30,000/yr. Source: RDB","Leasehold only for foreigners"
"323","Mozambique","MZ","Cabo Delgado","No","No designated SEZ in Cabo Delgado as of 2024. Security situation disrupts normal operations in north. Source: GAZEDA; US State Dept Mozambique 2024","NA","N/A. Standard 32% CIT (IRPC) applies. Source: PwC Mozambique 2024; CPI","Annual operating licence via IGAS (Industrial and Commercial Activity Inspection) + local council. Security situation disrupts normal operations in north. Estimated MZN 1,000–5,000/yr where operating. Source: Lei das Actividades Económicas No. 3/93; IGAS; US State Dept 2024","State ownership — DUAT leasehold (50 yrs renewable)"
"324","Mozambique","MZ","Gaza","No","No designated SEZ in Gaza Province as of 2024. Source: GAZEDA; CPI 2024","NA","N/A. Standard 32% CIT applies. Source: PwC Mozambique 2024; CPI","Annual operating licence via IGAS + local council. Estimated MZN 500–3,000/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"325","Mozambique","MZ","Inhambane","No","No designated SEZ in Inhambane as of 2024. Source: GAZEDA; CPI 2024","NA","N/A. Standard 32% CIT applies. Source: PwC Mozambique 2024; CPI","Annual operating licence via IGAS + local council. Coastal/tourism. Estimated MZN 500–3,000/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"326","Mozambique","MZ","Manica","No","No designated SEZ in Manica as of 2024. Source: GAZEDA; CPI 2024","NA","N/A. Standard 32% CIT applies. Source: PwC Mozambique 2024; CPI","Annual operating licence via IGAS + local council. Estimated MZN 500–2,500/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"327","Mozambique","MZ","Maputo","Yes","Beluluane Industrial Free Zone extends into Maputo Province (Matola area) — GAZEDA. Source: GAZEDA","Customs duty and VAT exemptions on qualifying inputs. Source: Decree 75/2007","0% CIT for first 10 yrs; standard 32% thereafter. Source: Decree 75/2007; GAZEDA","Annual operating licence via IGAS + local council. Estimated MZN 500–3,000/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"328","Mozambique","MZ","Maputo City","Yes","Beluluane Industrial Free Zone (near Maputo City / Matola) — GAZEDA; established under Decree 75/2007. Source: GAZEDA; US State Dept Mozambique 2024","Customs duty and VAT exemptions on capital goods and raw materials. Source: Decree 75/2007; GAZEDA","0% CIT for first 10 yrs; 50% reduction for next 5 yrs; standard 32% thereafter. Source: Decree 75/2007; GAZEDA; PwC Mozambique 2024","Annual operating licence via IGAS + Maputo City Council. Highest in Mozambique. Estimated MZN 2,000–10,000+/yr for general commercial. Source: Lei das Actividades Económicas; Maputo City Council; US State Dept 2024","State ownership — DUAT leasehold; most active urban market"
"329","Mozambique","MZ","Nampula","Yes","Nacala Special Economic Zone (Nampula/Niassa) — GAZEDA; logistics corridor. Source: GAZEDA; US State Dept Mozambique 2024","Customs duty and VAT exemptions. Source: Decree 75/2007; GAZEDA","0% CIT for first 10 yrs. Source: Decree 75/2007; GAZEDA","Annual operating licence via IGAS + local council. Second largest city; mid-range. Estimated MZN 1,000–5,000/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"330","Mozambique","MZ","Niassa","No","No designated SEZ in Niassa as of 2024. Source: GAZEDA; CPI 2024","NA","N/A. Standard 32% CIT applies. Source: PwC Mozambique 2024; CPI","Annual operating licence via IGAS + local council. Remote; lower activity. Estimated MZN 300–1,500/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"331","Mozambique","MZ","Sofala","Yes","Beira Corridor industrial zone / Sofala Economic Activity Zone — planned under GAZEDA framework. Source: GAZEDA; US State Dept Mozambique 2024","Customs relief on qualifying inputs within zone. Source: Decree 75/2007","0% CIT for first 10 yrs under SEZ regime. Source: Decree 75/2007; GAZEDA","Annual operating licence via IGAS + local council. Beira port; mid-range. Estimated MZN 1,000–5,000/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"332","Mozambique","MZ","Tete","No","No designated SEZ in Tete as of 2024. Source: GAZEDA; CPI 2024","NA","N/A. Standard 32% CIT applies. Source: PwC Mozambique 2024; CPI","Annual operating licence via IGAS + local council. Coal mining; elevated sector complexity. Estimated MZN 500–3,000/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"333","Mozambique","MZ","Zambézia","No","No designated SEZ in Zambézia as of 2024. Source: GAZEDA; CPI 2024","NA","N/A. Standard 32% CIT applies. Source: PwC Mozambique 2024; CPI","Annual operating licence via IGAS + local council. Agricultural/coastal. Estimated MZN 500–2,500/yr. Source: Lei das Actividades Económicas","State ownership — DUAT leasehold"
"334","Uganda","UG","Central","Yes","Kampala Industrial and Business Park (KIBP, Namanve) — Uganda Investment Authority (UIA); Uganda's main SEZ. Source: UIA; US State Dept Uganda 2024","Customs duty and VAT exemptions on capital equipment and raw materials. Source: Uganda Investment Code Act 2019; UIA","0% CIT for 10 yrs; standard 30% thereafter. Source: UIA; Uganda Revenue Authority; Investment Code Act 2019","Annual trading licence via Uganda Registration Services Bureau (URSB) + local council permit (UGX 50,000–500,000 range). Kampala Capital City Authority (KCCA) charges additional city-level permit. Central/Kampala: UGX 200,000–1,000,000+/yr for general commercial. Source: URSB; Local Governments Act; KCCA revenue code","Freehold, Mailo, Leasehold and Customary all exist; foreigners limited to 99-yr leasehold"
"335","Uganda","UG","Eastern","No","No SEZ or Industrial Park in Eastern Region as of 2024. Source: UIA 2024","NA","N/A. Standard 30% CIT applies. Source: Uganda Revenue Authority; UIA 2024","Annual trading licence via URSB + local council. Rural; lower fees. Estimated UGX 50,000–300,000/yr. Source: URSB; Local Governments Act","Customary land dominant rural; foreigners 99-yr leasehold"
"336","Uganda","UG","Northern","No","No SEZ or Industrial Park in Northern Region as of 2024. Source: UIA 2024","NA","N/A. Standard 30% CIT applies. Source: Uganda Revenue Authority; UIA 2024","Annual trading licence via URSB + local council. Post-conflict; lower commercial activity. Estimated UGX 50,000–250,000/yr. Source: URSB; Local Governments Act","Customary land dominant; post-conflict complexity"
